title,director,year,country,critic_score,user_score,poster,rt_url
Bloodbath in the House of Knives,Ted Moehring,2009,United States,,,https://resizing.flixster.com/CzxYweejJrV5tSWgO1h6qXIl0Ac=/206x305/v1.bTsxMTE5Njc0NTtqOzE3MzE5OzEyMDA7NTQzOzgwMA,https://rottentomatoes.com/m/bloodbath_in_the_house_of_knives
Breaking Nikki,Hern&aacute;n Findling,2009,Argentina,,,https://resizing.flixster.com/unRUB5JDG82DnV5BHCimLhZJhyA=/206x305/v1.bTsxMTA2NjMxMDtqOzE3MzE4OzEyMDA7MTQ0OzIwOA,https://rottentomatoes.com/m/breaking_nikki
Burning Bright,Carlos Brooks,2009,United States,,46%,https://resizing.flixster.com/KE1rBefXUYqshaKhO4k94RuYsuE=/206x305/v1.bTsxMTEzNjI5MDtqOzE3MzE4OzEyMDA7MTQ0OzE5NA,https://rottentomatoes.com/m/burning_bright_2010
The Burnt House,Adam Ahlbrandt,2009,United States,,,https://resizing.flixster.com/LHWasdDdAC9sDGbb3SESycKZYR0=/206x305/v1.bTsxMjI1NzE4OTtqOzE3Mjg2OzEyMDA7MTUzMjsxOTUy,https://rottentomatoes.com/m/the_burnt_house
Cabin Fever 2: Spring Fever,Ti West,2009,United States,,16%,https://resizing.flixster.com/8SX6eLhQjWz7NwjcyAw3v_sc-28=/206x305/v1.bTsxMTMxMTYxOTtqOzE3MzIwOzEyMDA7MTA0NzsxMzk2,https://rottentomatoes.com/m/cabin_fever_2_spring_fever
Carriers,"Alex Pastor, David Pastor",2009,United States,64,39%,https://resizing.flixster.com/u9DzeoJn0XsnnXgnsVIR6UJZb3w=/206x305/v1.bTsxMTE2OTIwMDtqOzE3MzE5OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/1215790-carriers
Case 39,Christian Alvart,2009,Canada,,,,
Chaw,Shin Jung-won,2009,South Korea,,39%,https://resizing.flixster.com/Dtcbvu1uZn1qPIGZ3NM94llUXX8=/206x305/v1.bTsxMTE4NjM3NjtqOzE3MzE5OzEyMDA7MTEwOzE1MA,https://rottentomatoes.com/m/chaw
Children of the Corn,Donald P. Borchers,2009,United States,,17%,https://resizing.flixster.com/fDeUewhRrvmFqCgNP6JLgkWjtns=/206x305/v1.bTsxMTI0MTA3MjtqOzE3MzIwOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/1220545-children_of_the_corn
The Chosen One,Theodore Collatos,2009,United States,,,https://resizing.flixster.com/J7XbUufYEZ3EgvyyhrTSu0t1rmM=/206x305/v1.bTsxMTA2NjM1MDtqOzE3MzE4OzEyMDA7MTQ0OzIwNw,https://rottentomatoes.com/m/chosen_one
The Collector,Marcus Dunstan,2009,United States,30,47%,https://resizing.flixster.com/KK-5s10glJ2sP3HnGxqn-et3K18=/206x305/v1.bTsxMTMxNjQ0NztqOzE3MzIwOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/1214027-collector
Contagio,Steve Sessions,2009,United States,,,https://resizing.flixster.com/pNhPBGZMGJ9fSftJKz7aE8lXeu8=/206x305/v1.bTsxMTI0MDQ2NTtqOzE3MzIwOzEyMDA7MTUxMzsyMTU1,https://rottentomatoes.com/m/contagio
Creature of Darkness,Mark Stouffer,2009,United States,,4%,https://resizing.flixster.com/iSO2xzQ6rnLcnHbLQwBwO77CKqI=/206x305/v1.bTsxMTU0NTc4MztqOzE3MzIzOzEyMDA7NjY2Ozg4OA,https://rottentomatoes.com/m/creature_of_darkness
The Crypt,Craig McMahon,2009,United States,,8%,https://resizing.flixster.com/DWbQ61oSfJDrAcbbBKzDrzCgx3M=/206x305/v1.bTsxMTIzODc5NDtqOzE3MzIwOzEyMDA7MTUxMDsyMTg3,https://rottentomatoes.com/m/crypt
Dark Mirror,Pablo Proenza,2009,United States,,,,
Dark Moon Rising,Dana Mennie,2009,United States,,7%,https://resizing.flixster.com/NDBJJRbkBDWhANe16WWcW8-mrS4=/206x305/v1.bTsxMTExOTk0NztqOzE3MzE4OzEyMDA7NTYyOzgzMg,https://rottentomatoes.com/m/dark_moon_rising
Dark and Stormy Night,Larry Blamire,2009,United States,,64%,https://resizing.flixster.com/2AS9lX5H2TSQA1hP1IvZtqcHCrE=/206x305/v1.bTsxMDkxNDQ2NDtnOzE3MzE2OzEyMDA7NjE7OTE,https://rottentomatoes.com/m/dark_and_stormy_night
Dead at the Box Office,Shawn Stutler,2009,United States,,86%,https://resizing.flixster.com/pXPMIHisVPUicJtozTYu8C1rfik=/206x305/v1.bTsxMTE5NjEwOTtqOzE3MzE5OzEyMDA7MTUxNTsyMTY1,https://rottentomatoes.com/m/dead_at_the_box_office
Dead by Dawn 2: The Return,,2009,United States,,,,
Deadlands 2: Trapped,Gary Ugarek,2009,United States,,,,
Deadly Little Christmas,Novin Shakiba,2009,United States,,0%,https://resizing.flixster.com/G1xBLrlxLsRbls5f21hp2iuYkxI=/206x305/v1.bTsxMTMxNzc3MDtqOzE3MzIwOzEyMDA7MTUxNDsyMTg4,https://rottentomatoes.com/m/deadly_little_christmas
The Descent 2,Jon Harris,2009,United Kingdom,55,34%,https://resizing.flixster.com/kA7gYk8QGGSMFKHN7Z0TRL-kzKE=/206x305/v1.bTsxMTIzMzI3OTtqOzE3MzIwOzEyMDA7MTU1NDsyMDcy,https://rottentomatoes.com/m/the_descent_2
The Devil's Tomb,Jason Connery,2009,United States,,,,
Diagnosis: Death,Jason Stutter,2009,New Zealand,,14%,https://resizing.flixster.com/fe7hjBa5Kwy9aOQzL50E2cBMvs4=/206x305/v1.bTsxMTU1OTA5MTtqOzE3MzIzOzEyMDA7NTY3OzgwMA,https://rottentomatoes.com/m/diagnosis_death
The Disturbed,Conor McMahon,2009,Republic of Ireland,,,,
Doghouse,Jake West,2009,United Kingdom,48,46%,https://resizing.flixster.com/tTNxuAGjJbh50TUDS4DUUls1UQc=/206x305/v1.bTsxMTU1NzQzMztqOzE3MzIzOzEyMDA7NTM1OzQwMQ,https://rottentomatoes.com/m/doghouse
Dorian Gray,Oliver Parker,2009,United Kingdom,43,39%,https://resizing.flixster.com/79Ibw3YZAIRgofqYP_nSD5jQXM0=/206x305/v1.bTsxMTMxMTk4NjtqOzE3MzIwOzEyMDA7MTIwMDsxNjAw,https://rottentomatoes.com/m/1200873-dorian_gray
Drag Me to Hell,Sam Raimi,2009,United States,92,62%,https://resizing.flixster.com/FyLX4WfrhS5su4Fc_egx8uqUnTI=/206x305/v1.bTsxMTE2ODg2NjtqOzE3MzE5OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/drag_me_to_hell
Drifter: Henry Lee Lucas,Michael Feifer,2009,United States,,14%,https://resizing.flixster.com/hJj0_FvzeBHDYtFfrhWlYddJ9Hc=/206x305/v1.bTsxMTIzOTg5MztqOzE3MzIwOzEyMDA7MTUwMDsyMDAw,https://rottentomatoes.com/m/drifter_henry_lee_lucas
Earth Day,Mister Ooh-la-la,2009,United States,,,https://resizing.flixster.com/GlMy3d4kZ1YHuGFPad7wqCoLRiE=/206x305/v1.bTsxMTA2NjM1MjtqOzE3MzE4OzEyMDA7MTQ0OzIwNw,https://rottentomatoes.com/m/earth_day
Edges of Darkness,Jason Horton,2009,United States,,,,
Evil&nbsp;&ndash; In the Time of Heroes,Yorgos Noussias,2009,,,,,
Evilution,Chris Conlee,2009,United States,,12%,https://resizing.flixster.com/lcifXRL9bTPuNDQ5VCK4hKQSwjg=/206x305/v1.bTsxMTIzODY1MTtqOzE3MzIwOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/1214971-evilution
The Familiar,Miles Hanon,2009,United States,,0%,https://resizing.flixster.com/CJPMZXXpJExVhfv7k14OUU41RrM=/206x305/v1.bTsxMTE4NjY3ODtqOzE3MzE5OzEyMDA7Mjg0OzQwNQ,https://rottentomatoes.com/m/familiar
Family Demons,Ursula Dabrowsky,2009,,,,,
The Fear Chamber,Kevin Carraway,2009,United States,,8%,https://resizing.flixster.com/pxG8sYpRI-5QPa4nyvOb1wucPzQ=/206x305/v1.bTsxMTMwNTk1MDtqOzE3MzIwOzEyMDA7MTUyNjsyMTU5,https://rottentomatoes.com/m/the-fear-chamber-2008
The Final,Joey Stewart,2009,United States,29,35%,https://resizing.flixster.com/zuQksi4QKk5WEtkflRBYdPmWzQQ=/206x305/v1.bTsxMTE2OTkxODtqOzE3MzE5OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/final_destination_final_death_trip_3D
The Final Destination,David R. Ellis,2009,United States,29,35%,https://resizing.flixster.com/zuQksi4QKk5WEtkflRBYdPmWzQQ=/206x305/v1.bTsxMTE2OTkxODtqOzE3MzE5OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/the_final_destination
First 7th Night,Herman Yau Lai-To,2009,Hong Kong,,44%,https://resizing.flixster.com/NKCgz3Z4DQ6YLpUNDbMtjByAlvI=/206x305/v1.bTsxMTU1ODA3NTtqOzE3MzIzOzEyMDA7NDc1OzcxNA,https://rottentomatoes.com/m/first_7th_night
"Flesh, TX",Guy Crawford,2009,United States,,20%,https://resizing.flixster.com/_idYyuWsukR7S2CF8gF0_4zYVqg=/206x305/v1.bTsxMTI0MDQ2ODtqOzE3MzIwOzEyMDA7MTUwMDsyMDAw,https://rottentomatoes.com/m/flesh_tx
The Fourth Kind,Olatunde Osunsanmi,2009,United States,19,40%,https://resizing.flixster.com/P5WGdxa4SQJ8Dp5CZQd0-UJTrs0=/206x305/v1.bTsxMTE2ODg4NTtqOzE3MzE5OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/fourth_kind
Freeway Killer,John Murlowski,2009,United States,,,,
Friday the 13th,Marcus Nispel,2009,United States,25,46%,https://resizing.flixster.com/agHSWvkKV7_z_dAcUUBgekjU5_8=/206x305/v1.bTsxMTM3NjkzODtqOzE3MzIxOzEyMDA7OTAwOzEyMDA,https://rottentomatoes.com/m/friday_the_13th_2009
George's Intervention,J.T. Seaton,2009,United States,,60%,https://resizing.flixster.com/h-H8_AkiS2SLnINiqbfABxaBoH4=/206x305/v1.bTsxMTE5MTE0NztqOzE3MzE5OzEyMDA7MjE0OzMzMw,https://rottentomatoes.com/m/georges_intervention
Gnaw,Gregory Mandry,2009,United Kingdom,,,,
Grace,Paul Solet,2009,United States,68,31%,https://resizing.flixster.com/l9PuhARWbGOHm7dB-ij2um4fWGQ=/206x305/v1.bTsxMTU1NTc5MztqOzE3MzIzOzEyMDA7Nzk4OzEwNjQ,https://rottentomatoes.com/m/10010785-grace
Grave Danger,Jim Haggerty,2009,United States,,,https://resizing.flixster.com/AD3L5qdU2LPxQOnSAcQnyxe1vP4=/206x305/v1.bTsxMTIzNjUwNTtqOzE3MzIwOzEyMDA7MTQ4MDsyMTUw,https://rottentomatoes.com/m/grave_danger
Gravestoned,Michael McWillie,2009,United States,,14%,https://resizing.flixster.com/IGyonkdedOrjIlG9Lj8PFK666zw=/206x305/v1.bTsxMTI0MDQyNztqOzE3MzIwOzEyMDA7MTQ1ODsyMTU4,https://rottentomatoes.com/m/gravestoned
Grotesque,Koji Shiraishi,2009,Japan,,29%,https://resizing.flixster.com/VHwAd4-wWTPzYzx8O7KBVeGcxwQ=/206x305/v1.bTsxMDg5NTA2MTtqOzE3MzE2OzEyMDA7MjI3OzMxNw,https://rottentomatoes.com/m/gurotesuku
Growth,Gabriel Cowan,2009,United States,,74%,https://resizing.flixster.com/nf_GX3EqCQFY3XxaWgBevc9zx2M=/206x305/v1.bTsxMTI0NTA5NztqOzE3MzIwOzEyMDA7MTUwNDsyMTU0,https://rottentomatoes.com/m/growth
The Grudge 3,Toby Wilkins,2009,United States,,27%,https://resizing.flixster.com/QXXqIN95KjCtqH2QwHgizU8-tYU=/206x305/v1.bTsxMTIzNjQzMTtqOzE3MzIwOzEyMDA7MTUyNDsyMDMy,https://rottentomatoes.com/m/grudge_3
Halloween II,Rob Zombie,2009,United States,19,45%,https://resizing.flixster.com/ZgjBlx9fg3aBTDDp9q6eBk9GYWE=/206x305/v1.bTsxMTIzNzU2MDtqOzE3MzIwOzEyMDA7MTAxNDsxMzUy,https://rottentomatoes.com/m/h2_halloween_2
Hanger,Ryan Nicholson,2009,Canada,,26%,https://resizing.flixster.com/BnAWrWdZ7f4N0HPBdiD8Mxt6z0s=/206x305/v1.bTsxMDg3MDc0OTtqOzE3MzE1OzEyMDA7NTIwOzczMA,https://rottentomatoes.com/m/hanger
The Haunting,Elio Quiroga,2009,Spain,16,45%,https://resizing.flixster.com/wVY6kaXlk1Ge53NBkrgnn25aIgE=/206x305/v1.bTsxMTE3NzYzMTtqOzE3MzE5OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/1188732-haunting_in_connecticut
The Haunting in Connecticut,Peter Cornwell,2009,United States,16,45%,https://resizing.flixster.com/wVY6kaXlk1Ge53NBkrgnn25aIgE=/206x305/v1.bTsxMTE3NzYzMTtqOzE3MzE5OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/1188732-haunting_in_connecticut
Haunting of Winchester House,Mark Atkins,2009,United States,,14%,https://resizing.flixster.com/lcgnsLcZhDiz8deZlut_9yC6RJA=/206x305/v1.bTsxMTMxNjk1OTtqOzE3MzIwOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/haunting_of_winchester_house
He,Creep Creepersin,2009,United States,,,,
Heartless,Philip Ridley,2009,United Kingdom,75,47%,https://resizing.flixster.com/M3wri1up3kwmIdeR21zd4Y0glh0=/206x305/v1.bTsxMTIzMzk1MTtqOzE3MzIwOzEyMDA7MTM5ODsxODY0,https://rottentomatoes.com/m/heartless_2009
Hellhounds,Rick Schroder,2009,United States,,10%,https://resizing.flixster.com/KcDBDZL8ZwsBj18gptA8q7adg9o=/206x305/v1.bTsxMTU2MjQ3NTtqOzE3MzIzOzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/hellhounds
Hellphone,Joven Tan,2009,Philippines,,,,
Hidden,P&aring;l &Oslash;ie,2009,Norway,,5%,https://resizing.flixster.com/WVvvCK8pm28R393dLDBGN7CjdZw=/206x305/v1.bTsxMTE5NzMyOTtqOzE3MzE5OzEyMDA7MTIwMDsxNjAw,https://rottentomatoes.com/m/hidden_2009
Higanjima,Kim Tae-kyun,2009,Japan & South Korea,,33%,https://resizing.flixster.com/pNsTWIxtxhTS3jz0dPmTduwLgx4=/206x305/v1.bTsxMTE1MTAyNztqOzE3MzE5OzEyMDA7MjUwOzM1MA,https://rottentomatoes.com/m/higanjima
La horde,"Yannick Dahan, Benjamin Rocher",2009,France,,,,
Horrid,James Pronath,2009,United States,,,,
Hotel Darklight,Ciaran Foy,2009,Republic of Ireland,,,,
The House of the Devil,Ti West,2009,United States,86,62%,https://resizing.flixster.com/PU9j9T9NAA9KyoPz4SLvRdzmJao=/206x305/v1.bTsxMTIzODIxODtqOzE3MzIwOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/house_of_the_devil
House of the Wolf Man,Eben McGarr,2009,United States,,,,
Humains,Jacques-Olivier Melon,2009,France,,0%,https://resizing.flixster.com/kolTv46BdtZIKvmeib_KspIVjAU=/206x305/v1.bTsxMjEyNTM3NjtqOzE3Mjg1OzEyMDA7Mjg0OzQwNQ,https://rottentomatoes.com/m/humains
The Human Centipede (First Sequence),Tom Six,2009,United Kingdom & Netherlands,,,,
Humanimal,Francesc Morales,2009,Chile,,,https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif,https://rottentomatoes.com/m/humanimal-2009
Hunger,Steven Hentges,2009,United States,90,83%,https://resizing.flixster.com/R6rPnRGmviwHt7vOx6MXVOCAynI=/206x305/v1.bTsxMTE2NjMyMztqOzE3MzE5OzEyMDA7MTA2MTsxNTAw,https://rottentomatoes.com/m/1200841-hunger
Hurt,Barbara Stepansky,2009,United States,,31%,https://resizing.flixster.com/ar4y-vEUcvSDJOM8xrc_ckp5d2k=/206x305/v1.bTsxMTIzNzM2MTtqOzE3MzIwOzEyMDA7MTkzNTsyNTgw,https://rottentomatoes.com/m/1216277-hurt
Hush,Mark Tonderai,2009,United Kingdom,43,37%,https://resizing.flixster.com/fDJLP4TvvJBiKFSGfYqcUVOhL3g=/206x305/v1.bTsxMjIyMDA1MztqOzE3Mjg2OzEyMDA7MzAwMDs0MDAw,https://rottentomatoes.com/m/10010571-hush
Hydra,Andrew Prendergast,2009,United States,,12%,https://resizing.flixster.com/1I1HVwwYwAuXKapW_QDU8JNrqew=/206x305/v1.bTsxMTIzODEwMztqOzE3MzIwOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/hydra
It's Alive,Josef Rusnak,2009,United States,,,,
In a Spiral State,Ramzi Abed,2009,United States,,33%,https://resizing.flixster.com/v6n4wzdEbadWGDyPPhWct9qD-L0=/206x305/v1.bTsxMTU1ODcwODtqOzE3MzIzOzEyMDA7NzYwOzEwODA,https://rottentomatoes.com/m/in_a_spiral_state
Incest Death Squad,Cory Udler,2009,United States,,,,
Infestation,Kyle Rankin,2009,United States,,,,
Interplanetary,Chance Shirley,2009,United States,,,,
Intruder,Gregory Caiafa,2009,United States,,17%,https://resizing.flixster.com/Mi1PDyQ6FjZGqypBDakXEMY30vc=/206x305/v1.bTsxMTE5NjA5ODtqOzE3MzE5OzEyMDA7MTUwMjsyMTY2,https://rottentomatoes.com/m/intruder_2009
Invitation Only,Kevin Ko,2009,Taiwan,,16%,https://resizing.flixster.com/levVUcE1ynYubGWVMKAVCNAFUGQ=/206x305/v1.bTsxMDkwMzcxNjtqOzE3MzE2OzEyMDA7NjAwOzg1Nw,https://rottentomatoes.com/m/jue_ming_pai_dui
Jennifer's Body,Karyn Kusama,2009,United States,43,34%,https://resizing.flixster.com/hMB0L9Z07XdfZF20cHu-xqrxgtg=/206x305/v1.bTsxMTMxMTY2NjtqOzE3MzIwOzEyMDA7MjI1MDszMDAw,https://rottentomatoes.com/m/jennifers_body
Laid to Rest,Robert Hall,2009,France,,37%,https://resizing.flixster.com/wlxrj7JO6qv0QtgEMyMSupFZp54=/206x305/v1.bTsxMTIzNjM3MztqOzE3MzIwOzEyMDA7MTIwMDsxNjAw,https://rottentomatoes.com/m/laid_to_rest
The Landlord,Emily Hyde,2009,United States,,41%,https://resizing.flixster.com/QTzzUMIXGt5MsmhW1tFtExMGnaM=/206x305/v1.bTsxMTA2ODk1ODtqOzE3MzE4OzEyMDA7MTQ0OzIwMg,https://rottentomatoes.com/m/the_landlord
The Last House on the Left,Dennis Iliadis,2009,United States,42,52%,https://resizing.flixster.com/VUS-Kt0i1vvId6J31RXaskRufiY=/206x305/v1.bTsxMTIzMzk3MztqOzE3MzIwOzEyMDA7OTM5OzEyNTI,https://rottentomatoes.com/m/the_last_house_on_the_left
The Last Lovecraft: The Relic of Cthulhu,Henry Saine,2009,United States,,,,
Late Fee,"Carl Morano, John Carchietta",2009,Germany,,11%,https://resizing.flixster.com/fRZw6cry9J0xRhjfQ2wBC8gVACg=/206x305/v1.bTsxMTI0MTIyNztqOzE3MzIwOzEyMDA7MTUxNTsyMTY0,https://rottentomatoes.com/m/late_fee
Lesbian Vampire Killers,Phil Claydon,2009,United Kingdom,26,32%,https://resizing.flixster.com/DtPC6USHMXBMEwe4WL7zDp0xOf4=/206x305/v1.bTsxMTIzNzk3NDtqOzE3MzIwOzEyMDA7MTUyMTsyMDI4,https://rottentomatoes.com/m/lesbian_vampire_killers
Life Blood,Ron Carlson,2009,United States,,10%,https://resizing.flixster.com/Bonat3NkAv3wkwj5zhtMyPk8_9k=/206x305/v1.bTsxMTA2ODk0OTtqOzE3MzE4OzEyMDA7MTQ0OzIwNA,https://rottentomatoes.com/m/life_blood
Live Evil,Jay Woelfel,2009,United States,,,,
Love Blade,Jason Rudy,2009,United States,,,https://resizing.flixster.com/-0WS9xCHuwhBwu47cindrYejmTI=/206x305/v1.bTsxMTU1ODM5NztqOzE3MzIzOzEyMDA7Mzg5OzUwMA,https://rottentomatoes.com/m/love_blade
The Loved Ones,Sean Byrne,2009,Australia,,,,
Macabre,Timo Tjahjanto &amp; Kimo Stamboel,2009,Indonesia & Singapore,,,,
Malibu Shark Attack,David Lister,2009,Australia,,18%,https://resizing.flixster.com/ZmzhH8WuOXMUG688oW-iuw2n4Rw=/206x305/v1.bTsxMTMxNzc5MjtqOzE3MzIwOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/malibu_shark_attack
Maneater,Michael Emanuel,2009,United States,,34%,https://resizing.flixster.com/eoEbuK_aKefyCCHqtVNIMAdA1II=/206x305/v1.bTsxMTE1OTA4MjtqOzE3MzE5OzEyMDA7MTEwOzE1MA,https://rottentomatoes.com/m/maneater-2010
Meadowood,Robert Kurtzman,2009,United States,,14%,https://resizing.flixster.com/1U2_8t218Oh8i4DVHH3fHNSvFNU=/206x305/v1.bTsxMTA2OTA2MztqOzE3MzE4OzEyMDA7MTQ0OzIwNQ,https://rottentomatoes.com/m/meadowoods-2009
Mega Shark vs. Giant Octopus,Jack Perez,2009,United States,15,19%,https://resizing.flixster.com/CxTdohWf--9A3NjQgkF2xx2nAjk=/206x305/v1.bTsxMTIzODU5MTtqOzE3MzIwOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/mega_shark_vs_giant_octopus
Melancholie der Engel,Marian Dora,2009,Germany,,,,
Mental Scars,Mischa Perez,2009,United States,,,,
Methodic,Chris R. Notarile,2009,United States,,,,
Midnight Movie,Jack Messitt,2009,United States,,,,
Murder Collection V.1,Fred Vogel,2009,United States,,,,
Must Love Death,Andreas Schaap,2009,Germany,,4%,https://resizing.flixster.com/7f2bFC6EOmQV0p_SE5ohcD6YI9c=/206x305/v1.bTsxMTMxNzMxMDtqOzE3MzIwOzEyMDA7MTUwNTsyMTcz,https://rottentomatoes.com/m/must_love_death
Mutants,David Morlet,2009,France,,31%,https://resizing.flixster.com/Nb7yuWSqWktPRp7FUjbnnAxmIFU=/206x305/v1.bTsxMTIzOTQ3ODtqOzE3MzIwOzEyMDA7MTIwMDsxNjAw,https://rottentomatoes.com/m/10011790-mutants
Mutilation Mile,Ron Atkins,2009,United States,,,,
My Bloody Valentine 3D,Patrick Lussier,2009,United States,57,44%,https://resizing.flixster.com/DzzjKweGX4l4JD4rVaX7gjfCFUE=/206x305/v1.bTsxMTE3NzY0NTtqOzE3MzE5OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/my_bloody_valentine_3_d
My Super Psycho Sweet 16,Jacob Gentry,2009,United States,,,,
My Wife Is a Vampire,Paul Marrin,2009,Canada,,,,
Necromantia,Pearry Reginald Teo,2009,United States,,23%,https://resizing.flixster.com/l6wWBSa9J2L0iD4OVW05ljEbF1c=/206x305/v1.bTsxMTI0MTE4NDtqOzE3MzIwOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/necromentia
Necrosis,Jason Robert Stephens,2009,United States,,10%,https://resizing.flixster.com/8d13vVp9YUUdRPMCkel9hz6NcmY=/206x305/v1.bTsxMTMxMTk5OTtqOzE3MzIwOzEyMDA7MTUwODsyMTg5,https://rottentomatoes.com/m/necrosis
Neighbor,Robert Angelo Masciantonio,2009,United States,,22%,https://resizing.flixster.com/ZScmTkaI4K4gZrW6KEXKJw6baNE=/206x305/v1.bTsxMTI0MTUwODtqOzE3MzIwOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/neighbor_2009
Neowolf,Yvan Gauthier,2009,United States,,5%,https://resizing.flixster.com/ihb5Pe9xamslPngwSqnhSg-Db1s=/206x305/v1.bTsxMTIzODI1MjtqOzE3MzIwOzEyMDA7MTUyNDsyMDMy,https://rottentomatoes.com/m/neowolf
Never on Sunday,Francis Xavier,2009,United States,,,https://resizing.flixster.com/m0vWfD5lD4rAIAQdIl74hjchK5Y=/206x305/v1.bTsxMTA2ODEyOTtqOzE3MzE4OzEyMDA7MTQ0OzIxMw,https://rottentomatoes.com/m/never_on_sunday
Nine Dead,Chris Shadley,2009,United States,,29%,https://resizing.flixster.com/PT6hLj_t0DEd-yiHG_26eaHEsMk=/206x305/v1.bTsxMTIzNDI3NTtqOzE3MzIwOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/nine_dead
Nine Miles Down,Anthony Waller,2009,United States,,27%,https://resizing.flixster.com/eALytciKKgYBXO17U_5IwFw9z78=/206x305/v1.bTsxMTIzNzI4OTtqOzE3MzIwOzEyMDA7MTcyNTsyMzAw,https://rottentomatoes.com/m/nine_miles_down
Nun of That,Richard Griffin,2009,United States,,,,
Occult,K&ocirc;ji Shiraishi,2009,Japan,,,,
Open Graves,&Aacute;lvaro de Armi&ntilde;&aacute;n,2009,Spain & United States,,16%,https://resizing.flixster.com/Le2D16aOIsaVdFh2RPbPN4hjedI=/206x305/v1.bTsxMTIxNjk1NDtqOzE3MzE5OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/open_graves
Oral Fixation,Jake Cashill,2009,United States,,10%,https://resizing.flixster.com/xXH5Ja6J34jlpKp-Q-DWnbnYEc0=/206x305/v1.bTsxMjMxOTA1MDtqOzE3Mjg3OzEyMDA7Mjg0OzQwNQ,https://rottentomatoes.com/m/oral_fixation
Orphan,Jaume Collet-Serra,2009,Germany & Canada & United States,55,63%,https://resizing.flixster.com/QSN-Uvp-Syavipg1fodavtEPpBw=/206x305/v1.bTsxMTU1NTUzMTtqOzE3MzIzOzEyMDA7Nzk4OzEwNjQ,https://rottentomatoes.com/m/10010658-orphan
Pandorum,Christian Alvart,2009,United States,28,48%,https://resizing.flixster.com/VroJ_e2WOZqFwiFRm2Iyijoiojg=/206x305/v1.bTsxMTIzNjUyNjtqOzE3MzIwOzEyMDA7OTAwOzEyMDA,https://rottentomatoes.com/m/pandorum
Paranormal Entity,Shane Van Dyke,2009,United States,,28%,https://resizing.flixster.com/C7U6XUbETqnqtFmftFZSUShX9Sg=/206x305/v1.bTsxMTMyMTQ0MjtqOzE3MzIxOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/paranormal_entity
Patient X,Yam Laranas,2009,Philippines,,,,
Penance,Jake Kennedy,2009,United States,80,17%,https://resizing.flixster.com/Lm5UwFQ9VcbmpYIWPYY9JRUDeTg=/206x305/v1.bTsxMTU1NzUwNTtqOzE3MzIzOzEyMDA7MzM2OzQ0OA,https://rottentomatoes.com/m/penance
Perkins' 14,Craig Singer,2009,United States,,27%,https://resizing.flixster.com/ZX5D36B3NTDV79ZohmO47rRWRTM=/206x305/v1.bTsxMTIzNDc2ODtqOzE3MzIwOzEyMDA7MTIwMDsxNjAw,https://rottentomatoes.com/m/perkins_14
The Pit and the Pendulum,David DeCoteau,2009,United States,,6%,https://resizing.flixster.com/2O0r1RC2pNWm-EtSnYuetzLsaNI=/206x305/v1.bTsxMTIzODY1ODtqOzE3MzIwOzEyMDA7OTk4OzE0NDg,https://rottentomatoes.com/m/edgar-allan-poes-the-pit-and-the-pendulum
Poker Run,Julian Higgins,2009,United States,,,,
Postman does not knock three times,Hassan Fathi,2009,Iran,,,,
Ravage the Scream Queen,Bill Zebub,2009,United States,,,https://resizing.flixster.com/Lh3GCGCQj6FYoICAGeyVtrzIvhQ=/206x305/v1.bTsxMTA2NTk0MDtqOzE3MzE4OzEyMDA7MTQ0OzIwNA,https://rottentomatoes.com/m/ravage_the_scream_queen
Quiet Nights of Blood and Pain,Andrew Copp,2009,United States,,,,
Reborn,Craig McMahon,2009,United States,,4%,https://resizing.flixster.com/JPS69ou586XJkGjoYC18kn1hsaY=/206x305/v1.bTsxMTU1OTQ3MTtqOzE3MzIzOzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/reborn_2009
The Reeds,Nick Cohen,2009,United Kingdom,,,,
